protein	goTerm	proteinNeighbor	goProteinEdge	goEdge	fScore
FBgn0010391	GO:0005785	28	1	1	0.0689655172413793
FBgn0027052	GO:0032436	143	1	46	0.010582010582010583
FBgn0028530	GO:0005739	8	1	622	0.003174603174603174
FBgn0052687	GO:0007165	4	1	198	0.009900990099009903
FBgn0031090	GO:0003924	23	2	147	0.023529411764705882
FBgn0024329	GO:0070059	87	1	4	0.02197802197802198
FBgn0037093	GO:0008353	78	1	2	0.025
FBgn0259139	GO:0003723	144	39	485	0.12400635930047695
FBgn0010894	GO:0061343	10	1	11	0.09523809523809525
FBgn0262473	GO:0002804	18	5	8	0.3846153846153846
FBgn0035692	GO:0003729	33	3	204	0.025316455696202528
FBgn0038708	GO:0005739	15	2	622	0.006279434850863422
FBgn0264272	GO:0035317	25	2	23	0.08333333333333333
FBgn0002121	GO:0072697	82	1	5	0.02298850574712644
FBgn0000259	GO:0005737	377	117	1862	0.1045109423849933
FBgn0262114	GO:0016020	83	9	1523	0.0112079701120797
FBgn0039731	GO:0007098	24	4	35	0.13559322033898305
FBgn0026597	GO:0090090	66	6	45	0.10810810810810811
FBgn0035589	GO:0005771	16	5	13	0.3448275862068966
FBgn0025638	GO:0016567	98	9	128	0.07964601769911506
FBgn0043796	GO:0045944	18	1	323	0.005865102639296188
FBgn0004381	GO:0007018	48	3	69	0.05128205128205128
FBgn0261068	GO:0005688	51	6	9	0.2
FBgn0031263	GO:0005741	171	2	37	0.019230769230769232
FBgn0038796	GO:0003729	64	8	204	0.05970149253731343
FBgn0027364	GO:0000981	96	3	414	0.011764705882352943
FBgn0040319	GO:0048471	18	1	70	0.022727272727272724
FBgn0085192	GO:0005575	38	2	2645	0.0014908684308609767
FBgn0030530	GO:0030707	10	1	75	0.023529411764705882
FBgn0069923	GO:0003674	27	1	3149	0.0006297229219143577
FBgn0015286	GO:0003924	66	6	147	0.05633802816901408
FBgn0004839	GO:0004672	16	2	230	0.016260162601626015
FBgn0044323	GO:0035331	86	7	44	0.1076923076923077
FBgn0016123	GO:0016311	22	11	65	0.2528735632183908
FBgn0003256	GO:0004672	382	35	230	0.11437908496732026
FBgn0262519	GO:0000122	369	26	221	0.08813559322033898
FBgn0031902	GO:0005576	16	3	498	0.011673151750972765
FBgn0032187	GO:0005886	10	5	1051	0.00942507068803016
FBgn0260635	GO:0005515	40	20	957	0.04012036108324975
FBgn0000578	GO:0017124	74	1	9	0.024096385542168676
FBgn0010621	GO:0006457	225	9	91	0.0569620253164557
FBgn0085383	GO:0003729	46	10	204	0.08
FBgn0003279	GO:0003735	269	57	289	0.2043010752688172
FBgn0001235	GO:0005634	114	58	2249	0.04909013965298349
FBgn0025185	GO:0005634	23	6	2249	0.00528169014084507
FBgn0003371	GO:0005515	771	127	957	0.14699074074074076
FBgn0002735	GO:0043565	43	10	206	0.08032128514056225
FBgn0003068	GO:0005737	44	25	1862	0.026232948583420776
FBgn0000097	GO:0001709	28	2	12	0.1
FBgn0000490	GO:0045595	47	2	8	0.07272727272727272
FBgn0030555	GO:0019005	9	1	63	0.027777777777777776
FBgn0003984	GO:0008284	26	5	48	0.13513513513513514
FBgn0035956	GO:0006357	17	3	614	0.009508716323296354
FBgn0004838	GO:0003730	49	5	121	0.05882352941176471
FBgn0030512	GO:0005737	15	7	1862	0.007458710708577517
FBgn0261268	GO:0031463	40	8	10	0.32000000000000006
FBgn0278604	GO:0000785	15	1	189	0.00980392156862745
FBgn0024248	GO:0035159	101	2	28	0.031007751937984492
FBgn0086694	GO:0033503	54	1	1	0.03636363636363636
FBgn0034087	GO:0005737	189	54	1862	0.052657240370550945
FBgn0019686	GO:0006468	122	11	237	0.061281337047353765
FBgn0036996	GO:0070328	25	2	31	0.07142857142857142
FBgn0036932	GO:0071230	17	4	9	0.30769230769230765
FBgn0016693	GO:0006897	99	9	68	0.10778443113772455
FBgn0024187	GO:0016192	32	3	140	0.03488372093023255
FBgn0026479	GO:0005739	62	4	622	0.011695906432748537
FBgn0031643	GO:0004674	121	5	157	0.03597122302158274
FBgn0005672	GO:0035225	356	4	9	0.02191780821917808
FBgn0000810	GO:0008298	108	9	19	0.14173228346456693
FBgn0051363	GO:0005200	326	2	31	0.011204481792717085
FBgn0004901	GO:0048477	29	1	247	0.007246376811594204
FBgn0051414	GO:0070050	12	1	25	0.05405405405405406
FBgn0283494	GO:0005739	46	3	622	0.008982035928143714
FBgn0034401	GO:0005524	61	20	642	0.05689900426742532
FBgn0050011	GO:0006357	83	4	614	0.011477761836441893
FBgn0040087	GO:0005795	115	6	31	0.08219178082191779
FBgn0003444	GO:0001745	32	4	118	0.05333333333333334
FBgn0015838	GO:0001736	22	3	20	0.14285714285714282
FBgn0035947	GO:0008312	87	3	5	0.06521739130434784
FBgn0001137	GO:0007310	133	1	18	0.013245033112582781
FBgn0003117	GO:0010002	57	2	7	0.0625
FBgn0267978	GO:0003677	91	8	609	0.022857142857142857
FBgn0039227	GO:0000122	60	5	221	0.03558718861209964
FBgn0003068	GO:0007623	44	8	44	0.18181818181818182
FBgn0035065	GO:0005777	10	5	89	0.10101010101010101
FBgn0029094	GO:0005634	80	49	2249	0.0420781451266638
FBgn0028687	GO:0005838	395	20	20	0.09638554216867469
FBgn0039667	GO:0031146	59	2	60	0.03361344537815126
FBgn0030720	GO:0008757	190	2	85	0.014545454545454547
FBgn0002936	GO:0006457	31	3	91	0.049180327868852465
FBgn0034110	GO:0005737	107	35	1862	0.03555104113763332
FBgn0032929	GO:0006260	48	15	46	0.3191489361702128
FBgn0038578	GO:0140297	75	4	55	0.061538461538461535
FBgn0034970	GO:0045944	124	23	323	0.10290827740492171
FBgn0038296	GO:0036126	9	1	29	0.05263157894736842
FBgn0270924	GO:0005634	24	9	2249	0.007919049714034317
FBgn0034743	GO:0022627	159	25	43	0.24752475247524755
FBgn0263600	GO:0006261	57	2	24	0.04938271604938271
FBgn0001263	GO:0050962	144	2	2	0.0273972602739726
FBgn0033901	GO:0045747	23	1	43	0.030303030303030304
FBgn0024234	GO:0005615	18	1	684	0.002849002849002849
FBgn0026192	GO:0045186	56	4	8	0.125
FBgn0034046	GO:0005634	46	9	2249	0.00784313725490196
FBgn0036217	GO:0016020	7	3	1523	0.0039215686274509795
FBgn0262449	GO:0003730	5	1	121	0.015873015873015872
FBgn0037249	GO:0006446	153	5	8	0.062111801242236024
FBgn0023512	GO:0003743	51	7	50	0.13861386138613863
FBgn0260862	GO:0005484	47	20	24	0.5633802816901409
FBgn0036825	GO:0003735	157	53	289	0.2376681614349776
FBgn0267487	GO:0046426	56	1	19	0.02666666666666667
FBgn0032105	GO:0051233	22	3	23	0.1333333333333333
FBgn0004644	GO:0035290	29	1	7	0.05555555555555555
FBgn0003687	GO:0005515	209	39	957	0.06689536878216124
FBgn0011284	GO:0003723	166	55	485	0.16897081413210446
FBgn0026430	GO:0007020	20	6	18	0.3157894736842105
FBgn0004861	GO:0005515	82	27	957	0.051973051010587114
FBgn0036819	GO:0008057	113	3	12	0.048
FBgn0010355	GO:0017025	134	5	13	0.06802721088435373
FBgn0003654	GO:0008088	92	4	16	0.07407407407407408
FBgn0004838	GO:0032991	49	2	76	0.032
FBgn0010303	GO:0043068	62	4	21	0.09638554216867469
FBgn0265045	GO:0004672	37	4	230	0.0299625468164794
FBgn0014141	GO:0048149	218	3	67	0.021052631578947368
FBgn0037981	GO:0000123	32	3	16	0.125
FBgn0020299	GO:0007427	43	1	35	0.02564102564102564
FBgn0033266	GO:0046854	183	2	25	0.019230769230769232
FBgn0029148	GO:0031118	251	3	3	0.023622047244094488
FBgn0010380	GO:0016192	116	11	140	0.0859375
FBgn0033264	GO:0045944	145	8	323	0.034188034188034185
FBgn0001308	GO:0008017	97	5	115	0.04716981132075472
FBgn0014028	GO:0006121	67	2	8	0.05333333333333334
FBgn0011826	GO:0033192	205	2	2	0.01932367149758454
FBgn0035976	GO:0061057	98	7	17	0.1217391304347826
FBgn0261238	GO:0005634	36	16	2249	0.01400437636761488
FBgn0000014	GO:0005667	51	3	87	0.043478260869565216
FBgn0266449	GO:0005783	106	11	314	0.05238095238095238
FBgn0037242	GO:0005741	17	1	37	0.03703703703703704
FBgn0015296	GO:0008293	116	6	21	0.08759124087591241
FBgn0000117	GO:0001745	410	22	118	0.08333333333333333
FBgn0030082	GO:0006325	107	5	119	0.044247787610619475
FBgn0037446	GO:0005634	24	10	2249	0.008798944126704795
FBgn0026143	GO:0000727	60	8	12	0.2222222222222222
FBgn0020261	GO:0010629	124	1	72	0.01020408163265306
FBgn0029870	GO:0019896	22	1	6	0.07142857142857144
FBgn0039702	GO:0005737	14	5	1862	0.005330490405117271
FBgn0283442	GO:0005515	19	6	957	0.012295081967213116
FBgn0037777	GO:0032981	8	1	37	0.044444444444444446
FBgn0039663	GO:0005634	4	2	2249	0.0017754105636928542
FBgn0004644	GO:0007280	29	1	21	0.04
FBgn0031086	GO:0006357	9	2	614	0.006420545746388443
FBgn0083963	GO:0007528	9	1	48	0.03508771929824561
FBgn0010409	GO:0003735	197	56	289	0.23045267489711932
FBgn0040323	GO:0005515	2	1	957	0.002085505735140772
FBgn0036640	GO:0005515	17	7	957	0.014373716632443531
FBgn0035469	GO:0071230	8	3	9	0.35294117647058826
FBgn0035645	GO:0055085	57	5	387	0.02252252252252252
FBgn0028400	GO:0030424	21	2	160	0.022099447513812157
FBgn0085256	GO:0005615	16	2	684	0.005714285714285714
FBgn0039444	GO:0040003	17	1	165	0.01098901098901099
FBgn0002906	GO:0003678	73	1	19	0.021739130434782608
FBgn0000064	GO:0005829	263	50	1081	0.0744047619047619
FBgn0025463	GO:0008134	213	7	29	0.057851239669421496
FBgn0015946	GO:0005737	35	12	1862	0.012651555086979443
FBgn0036896	GO:0004672	20	2	230	0.016
FBgn0026380	GO:0005839	173	24	25	0.24242424242424243
FBgn0030808	GO:0005096	24	2	84	0.037037037037037035
FBgn0002873	GO:0005813	62	9	119	0.09944751381215469
FBgn0004882	GO:0008069	47	2	12	0.06779661016949153
FBgn0033929	GO:0005634	70	38	2249	0.03277274687365244
FBgn0026878	GO:0035556	59	1	117	0.011363636363636364
FBgn0003274	GO:0002181	126	42	100	0.3716814159292035
FBgn0035754	GO:0005515	111	29	957	0.05430711610486892
FBgn0003741	GO:1990399	8	1	4	0.16666666666666666
FBgn0030718	GO:0003954	12	1	9	0.09523809523809525
FBgn0022027	GO:0097352	87	1	21	0.018518518518518517
FBgn0038693	GO:0045475	7	2	61	0.05882352941176471
FBgn0047038	GO:0005747	4	2	51	0.07272727272727272
FBgn0011569	GO:0007283	5	2	197	0.019801980198019802
FBgn0050502	GO:0005783	52	6	314	0.03278688524590164
FBgn0086906	GO:0005515	23	9	957	0.018367346938775512
FBgn0015019	GO:0006457	370	20	91	0.08676789587852494
FBgn0086447	GO:0003899	20	1	18	0.052631578947368425
FBgn0028789	GO:0035051	23	1	5	0.07142857142857142
FBgn0052177	GO:0045746	44	2	40	0.04761904761904762
FBgn0265998	GO:0004672	79	7	230	0.045307443365695796
FBgn0024836	GO:0001738	35	2	12	0.0851063829787234
FBgn0259214	GO:0016887	90	2	236	0.012269938650306747
FBgn0039907	GO:0003713	17	2	81	0.04081632653061225
FBgn0002940	GO:0043052	65	2	19	0.047619047619047616
FBgn0004859	GO:0035331	187	6	44	0.05194805194805195
FBgn0250906	GO:0006096	120	5	24	0.06944444444444445
FBgn0034590	GO:0005912	83	8	44	0.12598425196850394
FBgn0021776	GO:0045180	17	3	12	0.20689655172413793
FBgn0069242	GO:0030134	186	7	19	0.06829268292682926
FBgn0003444	GO:0007224	32	4	9	0.1951219512195122
FBgn0063494	GO:0006749	113	14	40	0.18300653594771243
FBgn0005427	GO:0007417	83	2	84	0.02395209580838323
FBgn0044324	GO:0007094	39	1	11	0.04
FBgn0261260	GO:0005886	26	8	1051	0.014856081708449397
FBgn0261053	GO:0008360	15	1	37	0.038461538461538464
FBgn0030630	GO:0005730	67	31	300	0.1689373297002725
FBgn0000562	GO:0048477	44	8	247	0.054982817869415807
FBgn0051361	GO:0003674	10	2	3149	0.0012662234884457109
FBgn0259785	GO:0005515	78	34	957	0.06570048309178746
FBgn0028494	GO:0005575	9	1	2645	0.0007535795026375284
FBgn0033987	GO:0007411	14	1	166	0.011111111111111112
FBgn0261396	GO:0006511	136	22	135	0.16236162361623618
FBgn0004913	GO:0005634	139	68	2249	0.056951423785594646
FBgn0263601	GO:0005515	26	9	957	0.018311291963377416
FBgn0261108	GO:0000407	13	4	13	0.3076923076923077
FBgn0003482	GO:0000730	10	1	1	0.18181818181818182
FBgn0035976	GO:0006955	98	6	40	0.08695652173913043
FBgn0262739	GO:0070922	134	5	13	0.06802721088435373
FBgn0036405	GO:0005634	32	14	2249	0.012275317843051293
FBgn0033813	GO:0031647	3	1	15	0.1111111111111111
FBgn0030600	GO:0045886	25	3	42	0.08955223880597014
FBgn0260935	GO:0045324	25	1	5	0.06666666666666667
FBgn0004394	GO:0014019	7	1	19	0.07692307692307693
FBgn0001291	GO:0046529	250	10	34	0.07042253521126761
FBgn0011244	GO:0140662	135	10	32	0.11976047904191617
FBgn0001297	GO:0051124	107	1	35	0.01408450704225352
FBgn0001202	GO:0008017	55	2	115	0.023529411764705885
FBgn0023213	GO:0006413	144	16	46	0.16842105263157894
FBgn0037669	GO:0043565	13	2	206	0.0182648401826484
FBgn0036328	GO:0005737	39	18	1862	0.018937401367701213
FBgn0005672	GO:0007173	356	8	24	0.042105263157894736
FBgn0033313	GO:0008344	9	1	58	0.029850746268656716
FBgn0027548	GO:0000398	234	9	228	0.03896103896103896
FBgn0026533	GO:0006325	36	1	119	0.012903225806451613
FBgn0000253	GO:0005515	348	63	957	0.09655172413793103
FBgn0031030	GO:0035332	33	1	38	0.028169014084507043
FBgn0033578	GO:0060271	15	2	87	0.0392156862745098
FBgn0000463	GO:0016020	51	9	1523	0.011435832274459974
FBgn0053100	GO:0016281	33	1	11	0.045454545454545456
FBgn0004583	GO:0098592	22	3	10	0.18749999999999997
FBgn0025455	GO:0006357	41	2	614	0.0061068702290076335
FBgn0046692	GO:0005634	15	3	2249	0.0026501766784452294
FBgn0004921	GO:0007391	49	1	103	0.013157894736842105
FBgn0013732	GO:0032154	28	2	36	0.0625
FBgn0266709	GO:0005737	8	4	1862	0.00427807486631016
FBgn0034800	GO:0005829	14	3	1081	0.005479452054794521
FBgn0030276	GO:0005737	43	12	1862	0.012598425196850395
FBgn0032138	GO:0005730	138	42	300	0.19178082191780824
FBgn0010660	GO:0046826	38	1	1	0.05128205128205127
FBgn0034217	GO:0000723	7	2	22	0.13793103448275862
FBgn0264492	GO:0004674	563	24	157	0.06666666666666667
FBgn0034687	GO:0005575	26	1	2645	0.0007487832272557095
FBgn0010097	GO:0005737	171	57	1862	0.056074766355140186
FBgn0024921	GO:0035167	127	2	31	0.02531645569620253
FBgn0040070	GO:0045454	182	7	19	0.06965174129353234
FBgn0260648	GO:0000178	150	8	9	0.10062893081761007
FBgn0031804	GO:0005615	13	4	684	0.011477761836441894
FBgn0031597	GO:0003700	8	1	286	0.006802721088435375
FBgn0283468	GO:0007623	311	9	44	0.05070422535211268
FBgn0026432	GO:0000930	12	6	12	0.5
FBgn0002645	GO:0000278	212	5	150	0.027624309392265196
FBgn0038055	GO:0005737	16	3	1862	0.003194888178913738
FBgn0027932	GO:0005886	98	13	1051	0.022628372497824196
FBgn0038037	GO:0035220	207	3	69	0.021739130434782608
FBgn0260936	GO:0004843	150	1	39	0.010582010582010581
FBgn0003275	GO:0001055	60	8	8	0.23529411764705882
FBgn0041100	GO:0008344	277	6	58	0.03582089552238806
FBgn0039387	GO:0016491	120	6	214	0.03592814371257485
FBgn0002921	GO:0006813	164	1	26	0.010526315789473686
FBgn0003891	GO:0005737	11	5	1862	0.005339028296849973
FBgn0016917	GO:0007442	227	3	16	0.02469135802469136
FBgn0003741	GO:0046660	8	1	3	0.18181818181818182
FBgn0031090	GO:0032482	23	1	33	0.03571428571428572
FBgn0261535	GO:0005730	66	27	300	0.14754098360655737
FBgn0004419	GO:2000766	456	1	4	0.004347826086956522
FBgn0015379	GO:1904059	278	1	11	0.006920415224913495
FBgn0010173	GO:0043047	341	1	4	0.005797101449275362
FBgn0250814	GO:0005750	441	7	12	0.03090507726269315
FBgn0031470	GO:0004252	68	17	279	0.09798270893371758
FBgn0003731	GO:0008406	638	2	35	0.005943536404160475
FBgn0004657	GO:0007229	115	3	11	0.04761904761904761
FBgn0004644	GO:0007446	29	1	16	0.044444444444444446
FBgn0034913	GO:0019905	60	10	24	0.23809523809523808
FBgn0020238	GO:0005694	548	6	84	0.0189873417721519
FBgn0029714	GO:0042274	54	9	22	0.23684210526315785
FBgn0031106	GO:0005484	106	18	24	0.27692307692307694
FBgn0039872	GO:0022857	16	5	200	0.046296296296296294
FBgn0015838	GO:0001736	22	3	20	0.14285714285714282
FBgn0000382	GO:0007444	120	2	30	0.02666666666666667
FBgn0002962	GO:0048471	39	1	70	0.01834862385321101
FBgn0000120	GO:0007165	25	2	198	0.017937219730941707
FBgn0003511	GO:0005634	17	5	2249	0.00441306266548985
FBgn0035520	GO:0000398	44	21	228	0.15441176470588236
FBgn0266557	GO:0005654	53	6	197	0.048
FBgn0011692	GO:0005515	130	29	957	0.05335786568537258
FBgn0050502	GO:0020037	52	34	137	0.35978835978835977
FBgn0263930	GO:0005886	219	22	1051	0.03464566929133858
FBgn0004839	GO:0048803	16	1	17	0.06060606060606061
FBgn0263289	GO:0016323	54	2	41	0.042105263157894736
FBgn0266723	GO:0006888	8	2	68	0.05263157894736842
FBgn0015245	GO:0007005	205	6	46	0.04780876494023905
FBgn0020616	GO:0000785	46	4	189	0.034042553191489355
FBgn0261792	GO:0005634	43	21	2249	0.018324607329842927
FBgn0260400	GO:0003729	81	20	204	0.14035087719298245
FBgn0086657	GO:0043065	361	5	40	0.024937655860349125
FBgn0013753	GO:0035206	52	1	26	0.025641025641025644
FBgn0003450	GO:0004252	4	2	279	0.01413427561837456
FBgn0002932	GO:0008270	177	3	515	0.008670520231213874
FBgn0037432	GO:0070373	50	4	21	0.11267605633802817
FBgn0030897	GO:0005509	35	1	204	0.008368200836820083
FBgn0037994	GO:0005852	76	13	15	0.28571428571428575
FBgn0034712	GO:0004035	35	11	12	0.4680851063829787
FBgn0020510	GO:0048477	106	4	247	0.0226628895184136
FBgn0034537	GO:0000122	63	5	221	0.035211267605633804
FBgn0003969	GO:0040037	74	1	5	0.02531645569620253
FBgn0263116	GO:0004993	3	1	8	0.18181818181818182
FBgn0034950	GO:0005524	29	4	642	0.011922503725782414
FBgn0028983	GO:0005615	56	10	684	0.027027027027027025
FBgn0002940	GO:0016028	65	7	35	0.14
FBgn0003256	GO:0005829	382	63	1081	0.08612440191387562
FBgn0032705	GO:0000930	18	3	12	0.2
FBgn0037877	GO:0006357	12	3	614	0.009584664536741214
FBgn0004868	GO:0016192	136	18	140	0.13043478260869565
FBgn0030657	GO:0000724	15	3	45	0.1
FBgn0011648	GO:0001228	203	5	91	0.034013605442176874
FBgn0036211	GO:0016491	88	2	214	0.01324503311258278
FBgn0003866	GO:0010468	38	1	95	0.015037593984962405
FBgn0016070	GO:0017148	42	8	43	0.18823529411764706
FBgn0000229	GO:0048010	202	13	31	0.11158798283261803
FBgn0261976	GO:0071162	21	10	10	0.6451612903225806
FBgn0264738	GO:0008150	11	2	1770	0.0022459292532285235
FBgn0264326	GO:0006261	69	7	24	0.15053763440860216
FBgn0038371	GO:0042795	12	2	5	0.23529411764705882
FBgn0010441	GO:0005515	75	36	957	0.06976744186046513
FBgn0032730	GO:0005634	3	1	2249	0.0008880994671403197
FBgn0022764	GO:0090090	137	2	45	0.021978021978021976
FBgn0028926	GO:0140672	41	11	12	0.4150943396226415
FBgn0052174	GO:0006744	10	3	12	0.2727272727272727
FBgn0051935	GO:0016236	16	2	20	0.11111111111111112
FBgn0030395	GO:0036038	6	1	5	0.1818181818181818
FBgn0039581	GO:0005654	91	6	197	0.04166666666666667
FBgn0013756	GO:0043021	175	1	10	0.010810810810810811
FBgn0035438	GO:0006979	183	4	95	0.028776978417266185
FBgn0034422	GO:0005730	114	24	300	0.11594202898550725
FBgn0028734	GO:0045727	250	1	24	0.007299270072992701
FBgn0004892	GO:0000981	22	1	414	0.004587155963302752
FBgn0030686	GO:0005762	72	5	49	0.08264462809917356
FBgn0028988	GO:0019953	48	4	219	0.0299625468164794
FBgn0053193	GO:0035329	89	5	7	0.10416666666666666
FBgn0015790	GO:0022416	168	2	50	0.01834862385321101
FBgn0025455	GO:0005634	41	24	2249	0.020960698689956328
FBgn0010453	GO:0016055	11	3	19	0.19999999999999998
FBgn0039863	GO:0006355	18	4	501	0.015414258188824661
FBgn0040477	GO:0000779	22	1	11	0.060606060606060615
FBgn0013997	GO:0035151	67	3	19	0.06976744186046512
FBgn0262473	GO:0005515	18	10	957	0.020512820512820513
FBgn0026751	GO:0006284	24	1	7	0.06451612903225806
FBgn0033010	GO:0000981	25	7	414	0.03189066059225512
FBgn0035917	GO:0003779	52	3	75	0.04724409448818898
FBgn0003731	GO:0010628	638	11	74	0.03089887640449438
FBgn0028538	GO:0005794	68	5	239	0.032573289902280124
FBgn0042085	GO:0035060	40	12	15	0.4363636363636363
FBgn0000117	GO:0003713	410	18	81	0.07331975560081466
FBgn0250903	GO:0016567	44	6	128	0.06976744186046512
FBgn0035957	GO:0016772	35	1	6	0.048780487804878044
FBgn0004369	GO:0005886	15	8	1051	0.0150093808630394
FBgn0039006	GO:0004497	147	52	98	0.42448979591836733
FBgn0052062	GO:0007399	62	1	87	0.013422818791946308
FBgn0020429	GO:0031594	2	1	95	0.020618556701030927
FBgn0031850	GO:0016203	113	1	33	0.0136986301369863
FBgn0266674	GO:0090522	36	2	2	0.10526315789473684
FBgn0013672	GO:0045263	16	1	1	0.11764705882352941
FBgn0000636	GO:0031594	59	1	95	0.012987012987012986
FBgn0023508	GO:0007032	58	1	19	0.025974025974025972
FBgn0045035	GO:0006468	85	11	237	0.06832298136645962
FBgn0259113	GO:0006261	69	7	24	0.15053763440860216
FBgn0010382	GO:0000082	60	5	10	0.14285714285714285
FBgn0038845	GO:0009986	21	11	62	0.26506024096385544
FBgn0028570	GO:0007018	13	6	69	0.14634146341463414
FBgn0040273	GO:0003682	207	13	173	0.06842105263157894
FBgn0263197	GO:0000226	60	2	60	0.03333333333333333
FBgn0004049	GO:0046665	21	1	5	0.07692307692307693
FBgn0032104	GO:1990385	10	2	6	0.25
FBgn0037619	GO:0005634	30	16	2249	0.014041246160596755
FBgn0011766	GO:0042023	92	4	17	0.07339449541284403
FBgn0038404	GO:0055085	59	5	387	0.02242152466367713
FBgn0261068	GO:0000956	51	3	10	0.09836065573770492
FBgn0015371	GO:0007526	24	1	56	0.025
FBgn0004858	GO:0045892	64	3	136	0.03
FBgn0000303	GO:0016746	28	2	37	0.06153846153846154
FBgn0033052	GO:0005789	11	1	170	0.011049723756906077
FBgn0004647	GO:0008587	428	15	42	0.06382978723404255
FBgn0017550	GO:0005829	14	8	1081	0.014611872146118723
FBgn0001114	GO:0008045	83	1	69	0.013157894736842106
FBgn0030241	GO:0000226	40	1	60	0.02
FBgn0014859	GO:0003700	77	6	286	0.03305785123966942
FBgn0283535	GO:0007430	36	1	37	0.0273972602739726
FBgn0261552	GO:0000381	194	5	86	0.03571428571428571
FBgn0000121	GO:0016060	18	1	4	0.0909090909090909
FBgn0032066	GO:0005975	6	1	123	0.01550387596899225
FBgn0034564	GO:0005688	55	6	9	0.1875
FBgn0037939	GO:0005634	66	18	2249	0.015550755939524838
FBgn0034194	GO:0005737	3	1	1862	0.0010723860589812334
FBgn0264855	GO:0030122	150	3	5	0.03870967741935484
FBgn0039857	GO:0006412	168	49	557	0.13517241379310344
FBgn0000250	GO:0045751	136	2	17	0.026143790849673203
FBgn0000636	GO:0005886	59	5	1051	0.009009009009009009
FBgn0031772	GO:0050829	15	1	113	0.015625
FBgn0039233	GO:0005634	82	25	2249	0.021450021450021447
FBgn0003371	GO:0045475	771	9	61	0.02163461538461538
FBgn0027287	GO:0005795	15	2	31	0.08695652173913043
FBgn0034921	GO:0000184	25	4	18	0.18604651162790697
FBgn0033483	GO:0043068	16	2	21	0.1081081081081081
FBgn0022213	GO:0005635	64	1	63	0.015748031496062992
FBgn0028687	GO:0043161	395	50	105	0.2
FBgn0034580	GO:0004553	10	3	26	0.16666666666666669
FBgn0004170	GO:0003700	76	8	286	0.044198895027624314
FBgn0000308	GO:0007391	113	4	103	0.037037037037037035
FBgn0037697	GO:0004364	16	1	39	0.03636363636363637
FBgn0261004	GO:1903723	26	2	2	0.14285714285714288
FBgn0261872	GO:0003676	46	14	368	0.0676328502415459
FBgn0025637	GO:0019005	364	45	63	0.2107728337236534
FBgn0028734	GO:0016319	250	2	89	0.011799410029498525
FBgn0032749	GO:0005515	3	1	957	0.0020833333333333333
FBgn0053558	GO:0003779	16	1	75	0.02197802197802198
FBgn0032138	GO:0042254	138	10	27	0.12121212121212122
FBgn0038233	GO:0005739	40	6	622	0.018126888217522664
FBgn0019990	GO:0005634	72	28	2249	0.024127531236535972
FBgn0030812	GO:0005634	16	4	2249	0.003532008830022075
FBgn0020388	GO:0005515	158	50	957	0.08968609865470852
FBgn0039066	GO:0006368	36	2	25	0.06557377049180328
FBgn0026317	GO:0071456	202	1	30	0.008620689655172415
FBgn0030680	GO:0006357	63	4	614	0.011816838995568684
FBgn0023518	GO:0005634	44	29	2249	0.02529437418229394
FBgn0011604	GO:0016589	132	3	4	0.044117647058823525
FBgn0263510	GO:0032869	110	1	16	0.015873015873015872
FBgn0284084	GO:0008587	17	4	42	0.13559322033898302
FBgn0024291	GO:0003714	156	3	52	0.028846153846153844
FBgn0014011	GO:0035010	137	3	14	0.039735099337748346
FBgn0265784	GO:0007616	67	1	74	0.014184397163120565
FBgn0034631	GO:0005668	87	2	2	0.0449438202247191
FBgn0036617	GO:0008010	64	3	111	0.03428571428571429
FBgn0036892	GO:0007005	53	3	46	0.0606060606060606
FBgn0025726	GO:0005509	34	2	204	0.01680672268907563
FBgn0027525	GO:0005515	104	15	957	0.028275212064090477
FBgn0262115	GO:0097361	9	3	3	0.5
FBgn0003892	GO:0016020	142	11	1523	0.013213213213213212
FBgn0001233	GO:0046628	778	1	20	0.002506265664160401
FBgn0266723	GO:1990072	8	2	10	0.22222222222222224
FBgn0025463	GO:0019904	213	2	21	0.017094017094017096
FBgn0010303	GO:0061057	62	2	17	0.05063291139240506
FBgn0010287	GO:0006366	47	1	41	0.022727272727272728
FBgn0003943	GO:0035096	5067	19	26	0.007461221284115452
FBgn0052704	GO:0008066	3	1	19	0.09090909090909091
FBgn0002643	GO:0007400	37	3	26	0.09523809523809523
FBgn0000229	GO:0035006	202	2	16	0.018348623853211007
FBgn0024371	GO:0007113	83	2	10	0.043010752688172046
FBgn0015589	GO:0035293	116	3	19	0.044444444444444446
FBgn0029928	GO:0006357	7	1	614	0.0032206119162640906
FBgn0000499	GO:0060070	210	4	16	0.03539823008849558
FBgn0052672	GO:0005776	81	5	25	0.09433962264150943
FBgn0029709	GO:0016020	130	45	1523	0.05444646098003629
FBgn0031772	GO:0005634	15	5	2249	0.004416961130742049
FBgn0000157	GO:0008587	49	1	42	0.021978021978021976
FBgn0003944	GO:0001709	152	2	12	0.024390243902439022
FBgn0033518	GO:0098869	122	4	5	0.06299212598425197
FBgn0004406	GO:0005760	9	1	1	0.19999999999999998
FBgn0027889	GO:0007052	89	3	49	0.04347826086956521
FBgn0027948	GO:0008017	38	3	115	0.039215686274509796
FBgn0005355	GO:0005634	39	21	2249	0.018356643356643353
FBgn0001150	GO:0043565	29	4	206	0.03404255319148936
FBgn0033672	GO:0005739	11	7	622	0.022116903633491312
